Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
AX0010735603,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735611,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735629,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735637,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735645,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735652,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735660,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735678,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735686,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735694,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735702,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735710,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735728,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735736,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735744,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735751,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735769,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735777,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735785,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735793,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735801,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735819,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735827,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735835,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735843,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735850,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735868,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735876,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735884,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735892,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735900,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735918,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735926,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735934,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735942,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735959,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735967,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735975,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735983,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010735991,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736007,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736015,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736023,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736031,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736049,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736056,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736064,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736072,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010736080,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736098,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736106,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736114,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736122,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736130,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736148,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736155,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736163,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736171,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736189,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736197,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736205,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736213,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736221,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736239,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736247,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736254,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736262,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736270,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736288,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736296,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736304,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736312,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736320,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736338,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736346,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736353,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736361,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736379,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736387,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736395,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736403,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736411,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736429,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736437,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736445,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736452,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736460,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736478,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736486,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736494,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736502,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736510,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736528,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736536,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736544,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736551,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736569,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736577,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736585,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736593,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736601,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736619,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736627,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736635,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736643,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736650,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736668,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736676,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736684,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736692,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736700,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736718,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736726,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736734,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736742,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736759,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736767,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736775,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736783,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736791,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736809,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736817,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736825,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736833,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736841,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736858,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736866,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736874,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736882,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736890,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736908,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736916,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736924,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736932,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736940,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736957,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736965,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736973,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736981,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010736999,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737005,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737013,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737021,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737039,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737047,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737054,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737062,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737070,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737088,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737096,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737104,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737112,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737120,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737138,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737146,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737153,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737161,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737179,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737187,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737195,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737203,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737211,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737229,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737237,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737245,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737252,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737260,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737278,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737286,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737294,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737302,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737310,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737328,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737336,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737344,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737351,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737369,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737377,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737385,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737393,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737401,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737419,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737427,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737435,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737443,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737450,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737468,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737476,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737484,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737492,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737500,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737518,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737526,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737534,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737542,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737559,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737567,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737575,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737583,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737591,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737609,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737617,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737625,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737633,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737641,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737658,UCLA,Music Score,NA,NA,NA,NA,NA,NA,AX
AX0010737666,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737674,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737682,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737690,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737708,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737716,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737724,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737732,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737740,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737757,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737765,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737773,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737781,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737799,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737807,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737815,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737823,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737831,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737849,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737856,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737864,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737872,UCLA,Book,NA,NA,NA,NA,NA,NA,AX
AX0010737880,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737898,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737906,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737914,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737922,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737930,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737948,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737955,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737963,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737971,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737989,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010737997,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738003,UCSB Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738011,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738029,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738037,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738045,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738052,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738060,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738078,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738086,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738094,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738102,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738110,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738128,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738136,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738144,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738151,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738169,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738177,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738185,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738193,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738201,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738219,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738227,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738235,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738243,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738250,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738268,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738276,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738284,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738292,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738300,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738318,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738326,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738334,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738342,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738359,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738367,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738375,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738383,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738391,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738409,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738417,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738425,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738433,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738441,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738458,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738466,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738474,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738482,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738490,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738508,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738516,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738524,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738532,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738540,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738557,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738565,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738573,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738581,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738599,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738607,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738615,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738623,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738631,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738649,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738656,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738664,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738672,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738680,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738698,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738706,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738714,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738722,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738730,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738748,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738755,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738763,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738771,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738789,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738797,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738805,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738813,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738821,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738839,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738847,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738854,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738862,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738870,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738888,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738896,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738904,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738912,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738920,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738938,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738946,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738953,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738961,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738979,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738987,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010738995,UCLA,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739001,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739019,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739027,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739035,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739043,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739050,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739068,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739076,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739084,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739092,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739100,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739118,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739126,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739134,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739142,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739159,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739167,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739175,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739183,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739191,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739209,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739217,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739225,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739233,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739241,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739258,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739266,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
AX0010739274,UCSD Library,Issue,NA,NA,NA,NA,NA,NA,AX
